index,title,link,time
1,한국형 AI 평가 기준 만든다…3개 분야 데이터셋 구축,https://n.news.naver.com/mnews/article/119/0002980327,2025-07-17 14:20:04
2,"통신 3사, 광복 80주년 캠페인...숨겨진 독립운동가 알린다",https://n.news.naver.com/mnews/article/014/0005378339,2025-07-17 14:20:04
3,"세계에서 가장 얇다던 中아너 폴드, ‘갤 Z폴드7’보다 두껍네[모닝폰]",https://n.news.naver.com/mnews/article/018/0006067519,2025-07-17 14:20:04
