index,title,link,time
1,中 세계에서 가장 얇은 폰 허위광고...삼성 갤Z폴드 실제론 더 얇아,https://n.news.naver.com/mnews/article/009/0005525946,2025-07-17 14:19:01
2,"LG U+, AI 결합 구독 서비스 '유독픽 AI' 출시",https://n.news.naver.com/mnews/article/014/0005378256,2025-07-17 14:19:01
3,"""갈아탔어요""…네이버 영상 공개되자 스트리머들 '난리'",https://n.news.naver.com/mnews/article/015/0005159146,2025-07-17 14:19:01
